,Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for,ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued,Not issued rate for ATVs,Uniform visas applied for,Total  uniform visas issued (including MEV),Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs),Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas
1012,Italy,SWITZERLAND,GENEVA,0,0,0,0,0,1346628,1351520,19848,75.0%,0,0,0,4,4,0,0,0.0
418,France,COTE D'IVOIRE,ABIDJAN,91,73,0,12,13.2%,554928,556840,8545,25.8%,12,15126,30.5%,"49,741","34,392","15,138",30.4%,0.0
534,France,USA,"LOS ANGELES, CA",3,3,0,0,0,709536,712030,10752,12.1%,0,7,0.3%,"2,401","2,405",7,0.3%,0.0
1372,Poland,GERMANY,BERLIN,0,0,0,0,0,1826447,1833145,26698,20.0%,1,0,0,21,21,0,0,0.0
1650,Spain,GERMANY,BERLIN,0,0,0,0,0,2196973,2205066,31988,0,0,0,0,3,3,0,0,0.0
1600,Spain,ARGENTINA,MENDOZA,0,0,0,0,0,2130332,2138174,31036,0,0,0,0,13,10,0,0,0.0
341,Finland,MOZAMBIQUE,MAPUTO,0,0,0,0,0,452301,453826,7079,15.7%,0,6,5.5%,110,102,6,5.5%,0.0
1136,Malta,IRELAND,DUBLIN,0,0,0,0,0,1511899,1517413,22207,57.7%,0,1,0.5%,199,196,1,0.5%,0.0
1835,Switzerland,ECUADOR,QUITO,0,0,0,0,0,2443546,2452568,35508,99.1%,0,106,6.7%,"1,574","1,468",106,6.7%,0.0
1528,Slovakia,CHINA,SHANGHAI,0,0,0,0,0,2034368,2041849,29666,9.3%,0,15,3.9%,382,367,15,3.9%,0.0
1659,Spain,GUINEA-BISSAU,BISSAU,14,9,0,4,28.6%,2208969,2217107,32159,10.9%,4,407,29.4%,"1,397",900,411,29.4%,0.0
1768,Sweden,FRANCE,PARIS,0,0,0,0,0,2354247,2362932,34233,0,0,0,0,6,0,0,0,0.0
919,Italy,CHILE,SANTIAGO DE CHILE,0,0,0,0,0,1222675,1227101,18078,94.3%,0,5,2.3%,214,209,5,2.3%,0.0
1231,Netherlands,QATAR,DOHA,1,1,1,0,0,1638518,1644509,24015,99.9%,53,"1,09",17.3%,"6,285","5,102","1,09",17.3%,0.0
120,Belgium,ROMANIA,BUCHAREST,0,0,0,0,0,157745,158162,2874,49.2%,1,20,23.5%,85,64,20,23.5%,0.0
899,Italy,AZERBAIJAN,BAKU,0,0,0,0,0,1196019,1200344,17697,47.3%,0,1185,11.9%,"9,981","8,796","1,185",11.9%,0.0
113,Belgium,PAKISTAN,ISLAMABAD,0,0,0,0,0,148416,148797,2741,19.1%,34,1354,48.1%,"2,813","1,211","1,354",48.1%,0.0
1753,Sweden,ALGERIA,ALGIERS,0,0,0,0,0,2334254,2342864,33948,0,0,0,0,5,0,0,0,0.0
253,Denmark,INDIA,NEW DELHI,0,0,0,0,0,335012,336095,5405,86.3%,1,949,4.1%,"23,275","21,891",949,4.1%,0.0
345,Finland,NORWAY,OSLO,0,0,0,0,0,457632,459177,7155,0,2,0,0,2,2,0,0,0.0
1189,Netherlands,HUNGARY,BUDAPEST,0,0,0,0,0,1582539,1588319,23216,80.0%,0,0,0,6,5,0,0,0.0
724,Greece,BRAZIL,SAO PAULO,0,0,0,0,0,962774,966221,14367,76.9%,0,3,18.8%,16,13,3,18.8%,0.0
790,Greece,TURKEY,IZMIR,0,0,0,0,0,1050741,1054519,15623,92.4%,11,1084,3.2%,"34,045","32,961","1,084",3.2%,0.0
1582,Slovenia,MONTENEGRO,PODGORICA,0,0,0,0,0,2106341,2114093,30694,98.8%,30,10,1.7%,604,594,10,1.7%,0.0
1823,Switzerland,CANADA,OTTAWA,0,0,0,0,0,2427552,2436514,35280,100.0%,0,0,0,11,11,0,0,0.0
51,Austria,TUNISIA,TUNIS,0,0,0,0,0,65780,65850,1561,43.7%,2,530,27.2%,"1,947","1,417",530,27.2%,0.0
337,Finland,LITHUANIA,VILNIUS,0,0,0,0,0,446969,448474,7003,0,2,0,0,3,3,0,0,0.0
1461,Portugal,CUBA,HAVANA,0,0,0,0,0,1945069,1952213,28391,13.3%,0,65,10.3%,631,566,65,10.3%,0.0
654,Germany,PORTUGAL,LISBON,0,0,0,0,0,869476,872572,13035,100.0%,0,0,0,5,5,0,0,0.0
1526,Slovakia,CANADA,OTTAWA,0,0,0,0,0,2031702,2039173,29628,71.4%,0,2,8.7%,23,21,2,8.7%,0.0
512,France,SURINAME,PARAMARIBO,0,0,0,0,0,680214,682597,10333,10.1%,1,134,4.6%,"2,91","2,696",134,4.6%,0.0
799,Greece,USA,"CHICAGO, IL",0,0,0,0,0,1062736,1066559,15794,100.8%,8,5,0.8%,609,604,5,0.8%,0.0
1322,Norway,SOUTH AFRICA,PRETORIA,0,0,0,0,0,1759805,1766253,25746,32.9%,6,86,2.9%,"2,975","2,889",86,2.9%,0.0
1294,Norway,CUBA,HAVANA,0,0,0,0,0,1722486,1728793,25214,0,8,0,0,1,15,0,0,0.0
1445,Portugal,BRAZIL,BELO HORIZONTE,0,0,0,0,0,1923743,1930808,28087,9.1%,1,60,72.3%,83,23,60,72.3%,0.0
472,France,MOROCCO,AGADIR,0,0,0,0,0,626901,629084,9572,44.6%,11,8672,26.5%,"32,692","23,746","8,672",26.5%,0.0
95,Belgium,INDONESIA,JAKARTA,0,0,0,0,0,124425,124716,2398,32.1%,0,2,0.8%,238,224,2,0.8%,0.0
383,France,BANGLADESH,DHAKA,1,0,0,1,100.0%,508279,510015,7879,9.9%,95,1748,34.6%,"5,049","3,229","1,749",34.6%,0.0
1718,Spain,SERBIA,BELGRADE,0,0,0,0,0,2287605,2296040,33282,2.0%,0,11,4.1%,268,250,11,4.1%,0.0
969,Italy,MALAYSIA,KUALA LUMPUR,0,0,0,0,0,1289317,1293993,19029,48.6%,0,45,7.8%,578,533,45,7.8%,0.0
910,Italy,BRAZIL,RECIFE,0,0,0,0,0,1210680,1215060,17907,100.0%,0,2,7.7%,26,24,2,7.7%,0.0
537,France,USA,"SAN FRANCISCO, CA",0,0,0,0,0,713535,716044,10809,39.3%,0,0,0,"3,81","3,81",0,0,0.0
1234,Netherlands,RUSSIAN FEDERATION,NOVOSIBIRSK,0,0,0,0,0,1642516,1648522,24072,74.2%,0,66,3.3%,"1,991","1,919",66,3.3%,0.0
255,Denmark,IRAN,TEHERAN,0,0,0,0,0,337677,338771,5443,37.9%,33,851,28.7%,"2,97","2,045",851,28.7%,0.0
89,Belgium,GERMANY,BERLIN,0,0,0,0,0,116428,116688,2284,66.7%,0,1,25.0%,4,3,1,25.0%,0.0
1542,Slovakia,KENYA,NAIROBI,0,0,0,0,0,2053028,2060579,29933,18.3%,2,21,15.9%,132,111,21,15.9%,0.0
916,Italy,CANADA,OTTAWA,0,0,0,0,0,1218677,1223087,18021,100.0%,0,4,1.8%,223,219,4,1.8%,0.0
183,Czech Republic,ISRAEL,TEL AVIV,0,0,0,0,0,241714,242446,4073,19.0%,0,29,4.2%,691,662,29,4.2%,0.0
1249,Netherlands,SOUTH AFRICA,PRETORIA,3,0,0,0,0,1662509,1668590,24357,100.0%,1,175,2.6%,"6,849","6,613",175,2.6%,0.0
1672,Spain,ITALY,MILAN,0,0,0,0,0,2226295,2234499,32406,0,0,0,0,9,8,0,0,0.0
1778,Sweden,ITALY,ROME,0,0,0,0,0,2367575,2376311,34423,0,0,0,0,21,0,0,0,0.0
485,France,NORTH MACEDONIA,SKOPJE,0,0,0,0,0,644228,646476,9819,41.7%,0,8,12.5%,64,48,8,12.5%,0.0
1863,Switzerland,NEPAL,KATHMANDU,0,0,0,0,0,2480866,2490028,36041,11.0%,4,650,21.4%,"3,037","2,387",650,21.4%,0.0
1150,Malta,USA,"WASHINGTON, DC",0,0,0,0,0,1530559,1536143,22473,54.3%,1,2,1.8%,110,106,2,1.8%,0.0
184,Czech Republic,JAPAN,TOKYO,0,0,0,0,0,243046,243784,4092,9.0%,0,0,0,345,345,0,0,0.0
1000,Italy,SAUDI ARABIA,RIYADH,0,0,0,0,0,1330635,1335466,19619,89.2%,26,"1,871",8.2%,"22,8","20,929","1,871",8.2%,0.0
960,Italy,JAPAN,TOKYO,0,0,0,0,0,1277321,1281952,18858,100.0%,2,4,0.2%,"1,973","1,969",4,0.2%,0.0
344,Finland,NIGERIA,ABUJA,0,0,0,0,0,456299,457839,7136,14.9%,27,488,61.9%,788,288,488,61.9%,0.0
1398,Poland,PAKISTAN,ISLAMABAD,0,0,0,0,0,1861100,1867929,27193,36.3%,15,391,42.5%,921,530,391,42.5%,0.0
1291,Norway,CHINA,GUANGZHOU (CANTON),0,0,0,0,0,1718488,1724780,25156,3.9%,1,154,1.4%,"10,97","10,816",154,1.4%,0.0
1503,Portugal,SWITZERLAND,BERN,0,0,0,0,0,2001047,2008403,29191,0,0,0,0,1,1,0,0,0.0
176,Czech Republic,HONG KONG S.A.R.,HONG KONG,0,0,0,0,0,232384,233081,3940,14.0%,0,2,0.4%,473,471,2,0.4%,0.0
1776,Sweden,ISRAEL,JERUSALEM,0,0,0,0,0,2364910,2373635,34385,17.2%,13,188,24.9%,756,454,188,24.9%,0.0
531,France,USA,"BOSTON, MA",2,2,0,0,0,705538,708016,10695,20.4%,0,3,0.2%,"1,287","1,246",3,0.2%,0.0
1153,Netherlands,ANGOLA,LUANDA,12,8,8,0,0,1534557,1540157,22531,94.8%,1,215,38.6%,569,338,215,37.8%,0.0
296,Estonia,FRANCE,PARIS,0,0,0,0,0,392323,393623,6223,0,0,0,0,2,2,0,0,0.0
1857,Switzerland,KOSOVO,PRISTINA,0,0,0,0,0,2472869,2482000,35927,94.7%,24504,6018,19.6%,"30,712","24,694","6,018",19.6%,0.0
1832,Switzerland,COTE D'IVOIRE,ABIDJAN,0,0,0,0,0,2439548,2448554,35451,41.8%,44,390,19.3%,"2,022","1,632",390,19.3%,0.0
22,Austria,IRAN,TEHERAN,0,0,0,0,0,27128,27053,1009,19.7%,160,3692,40.2%,"9,179","5,487","3,692",40.2%,0.0
795,Greece,UNITED KINGDOM,LONDON,0,0,0,0,0,1057405,1061208,15718,61.2%,20,60,1.0%,"6,271","6,211",60,1.0%,0.0
1127,Malta,ALGERIA,ALGIERS,0,0,0,0,0,1499904,1505373,22036,34.2%,3,"3,226",86.8%,"3,717",436,"3,226",86.8%,0.0
415,France,CONGO (BRAZZAVILLE),BRAZZAVILLE,11,10,0,0,0,550930,552826,8487,20.2%,4,2284,27.9%,"8,212","5,745","2,284",27.8%,0.0
1281,Norway,ALGERIA,ALGIERS,0,0,0,0,0,1705159,1711401,24966,40.4%,1,190,50.1%,379,189,190,50.1%,0.0
1213,Netherlands,MOROCCO,NADOR,0,0,0,0,0,1614527,1620428,23672,86.7%,7,"5,72",35.9%,"15,933","10,152","5,72",35.9%,0.0
29,Austria,KUWAIT,KUWAIT,0,0,0,0,0,36458,36418,1142,89.2%,189,380,3.6%,"10,502","10,122",380,3.6%,0.0
3,Austria,AUSTRALIA,CANBERRA,0,0,0,0,0,2776,2653,989,37.3%,1,122,4.4%,"2,776","2,654",122,4.4%,0.0
1683,Spain,MALTA,VALETTA,0,0,0,0,0,2240956,2249215,32616,20.0%,0,0,0,5,5,0,0,0.0
698,Germany,USA,"LOS ANGELES, CA",0,0,0,0,0,928120,931437,13873,79.4%,14,22,1.1%,"1,916","1,894",22,1.1%,0.0
449,France,IRAQ,ERBIL,0,0,0,0,0,596246,598313,9134,16.9%,10,8369,62.9%,"13,302","4,756","8,369",62.9%,0.0
853,Hungary,QATAR,DOHA,0,0,0,0,0,1134709,1138803,16822,77.7%,2,244,12.3%,"1,982","1,738",244,12.3%,0.0
1754,Sweden,ARGENTINA,BUENOS AIRES,0,0,0,0,0,2335587,2344202,33967,0,0,0,0,1,0,0,0,0.0
875,Hungary,UNITED KINGDOM,LONDON,0,0,0,0,0,1164031,1168236,17241,53.6%,6,66,5.5%,"1,198","1,132",66,5.5%,0.0
824,Hungary,EGYPT,CAIRO,0,0,0,0,0,1096057,1100005,16270,26.6%,12,724,25.2%,"2,872","2,148",724,25.2%,0.0
1328,Norway,SWEDEN,STOCKHOLM,0,0,0,0,0,1767802,1774280,25861,100.0%,1,2,33.3%,6,4,2,33.3%,0.0
656,Germany,ROMANIA,BUCHAREST,0,0,0,0,0,872142,875247,13073,65.6%,0,23,3.6%,645,622,23,3.6%,0.0
1720,Spain,SLOVAKIA,BRATISLAVA,0,0,0,0,0,2290271,2298716,33320,100.0%,0,0,0,2,2,0,0,0.0
1791,Sweden,PAKISTAN,ISLAMABAD,0,0,0,0,0,2384902,2393703,34671,9.8%,32,"1,557",40.8%,"3,819","2,049","1,557",40.8%,0.0
1560,Slovakia,UKRAINE,UZHHOROD,0,0,0,0,0,2077019,2084660,30275,92.8%,0,24,2.1%,"1,145","1,121",24,2.1%,0.0
902,Italy,BELARUS,MINSK,0,0,0,0,0,1200017,1204357,17754,62.5%,8,135,0.6%,"23,978","23,843",135,0.6%,0.0
1824,Switzerland,CANADA,VANCOUVER,10,10,0,0,0,2428885,2437852,35299,58.3%,7,49,2.6%,"1,913","1,864",49,2.6%,0.0
1002,Italy,SERBIA,BELGRADE,0,0,0,0,0,1333300,1338142,19657,86.3%,1,9,2.1%,419,410,9,2.1%,0.0
1133,Malta,CHINA,SHANGHAI,0,0,0,0,0,1507901,1513400,22150,4.9%,10,375,14.1%,"2,66","2,252",375,14.1%,0.0
1797,Sweden,SOUTH AFRICA,PRETORIA,0,0,0,0,0,2392899,2401730,34785,68.5%,41,104,2.3%,"4,606","4,342",104,2.3%,0.0
406,France,CHINA,BEIJING,5,4,0,1,20.0%,538934,540786,8316,17.4%,2,14391,6.0%,"241,841","226,148","14,392",6.0%,0.0
1514,Portugal,USA,"NEW YORK, NY",0,0,0,0,0,2015708,2023119,29400,34.2%,1,11,1.9%,574,563,11,1.9%,0.0
9,Austria,CHILE,SANTIAGO DE CHILE,0,0,0,0,0,22,22,17,77.3%,0,0,0,22,22,0,0,0.0
400,France,CANADA,OTTAWA,0,0,0,0,0,530937,532759,8202,0,0,0,0,12,11,0,0,0.0
841,Hungary,LIBYA,TRIPOLI,0,0,0,0,0,1118715,1122749,16594,80.0%,1,48,60.8%,79,31,48,60.8%,0.0
1090,Lithuania,RUSSIAN FEDERATION,MOSCOW,0,0,0,0,0,1450589,1455872,21332,60.8%,4,375,1.2%,"31,558","31,144",375,1.2%,0.0
788,Greece,TURKEY,EDIRNE,0,0,0,0,0,1048075,1051843,15585,99.6%,0,297,1.5%,"19,74","19,443",297,1.5%,0.0
1260,Netherlands,TURKEY,ANKARA,0,0,0,0,0,1677170,1683306,24567,68.6%,16,"3,141",17.8%,"17,675","14,428","3,141",17.8%,0.0
927,Italy,COSTA RICA,SAN JOSE,0,0,0,0,0,1233338,1237804,18230,80.0%,0,0,0,15,15,0,0,0.0
487,France,OMAN,MUSCAT,0,0,0,0,0,646893,649151,9858,46.0%,2,579,7.2%,"8,081","7,326",579,7.2%,0.0
1649,Spain,GABON,LIBREVILLE,0,0,0,0,0,2195640,2203728,31969,2.7%,0,229,33.4%,686,452,229,33.4%,0.0
47,Austria,SOUTH KOREA,SEOUL,0,0,0,0,0,60449,60499,1485,94.0%,0,5,2.7%,188,183,5,2.7%,0.0
367,Finland,USA,"LOS ANGELES, CA",0,0,0,0,0,486954,488610,7574,28.3%,0,21,5.7%,370,329,21,5.7%,0.0
1638,Spain,EGYPT,CAIRO,1,0,0,0,0,2180979,2189012,31759,3.2%,33,"1,948",17.0%,"11,467","8,694","1,948",17.0%,0.0
494,France,POLAND,WARSAW,0,0,0,0,0,656223,658516,9991,0,0,0,0,1,1,0,0,0.0
1806,Sweden,UKRAINE,KYIV,0,0,0,0,0,2404894,2413770,34956,58.6%,6,51,8.4%,606,508,51,8.4%,0.0
401,France,CANADA,TORONTO,0,0,0,0,0,532270,534096,8221,10.5%,0,21,1.6%,"1,289","1,263",21,1.6%,0.0
41,Austria,SAUDI ARABIA,RIYADH,1,1,1,0,0,52452,52472,1371,132.3%,3713,352,2.7%,"13,245","12,893",352,2.7%,0.0
347,Finland,POLAND,WARSAW,0,0,0,0,0,460297,461853,7194,0,1,0,0,2,2,0,0,0.0
1058,Latvia,RUSSIAN FEDERATION,MOSCOW,0,0,0,0,0,1407939,1413061,20723,86.1%,5,552,1.0%,"57,334","56,626",552,1.0%,0.0
854,Hungary,ROMANIA,BUCHAREST,0,0,0,0,0,1136042,1140141,16841,39.1%,1,38,10.8%,351,313,38,10.8%,0.0
476,France,MOROCCO,RABAT,0,0,0,0,0,632232,634435,9648,38.5%,74,5736,7.8%,"73,289","67,306","5,736",7.8%,0.0
943,Italy,GERMANY,FRANKFURT/MAIN,0,0,0,0,0,1254663,1259209,18535,95.7%,0,0,0,23,23,0,0,0.0
1856,Switzerland,KENYA,NAIROBI,0,0,0,0,0,2471536,2480663,35908,34.6%,54,337,11.0%,"3,07","2,733",337,11.0%,0.0
744,Greece,HONG KONG S.A.R.,HONG KONG,0,0,0,0,0,989430,992978,14748,98.5%,1,1,0.2%,617,616,1,0.2%,0.0
153,Czech Republic,AUSTRIA,VIENNA,0,0,0,0,0,201729,202311,3502,75.0%,4,0,0,12,12,0,0,0.0
36,Austria,PAKISTAN,ISLAMABAD,0,0,0,0,0,45788,45783,1276,12.5%,1,552,46.8%,"1,179",627,552,46.8%,0.0
787,Greece,TURKEY,ANKARA,0,0,0,0,0,1046742,1050505,15566,47.0%,23,1645,26.6%,"6,173","4,528","1,645",26.6%,0.0
90,Belgium,GREECE,ATHENS,0,0,0,0,0,117761,118026,2303,42.9%,1,0,0,9,8,0,0,0.0
14,Austria,CUBA,HAVANA,0,0,0,0,0,16466,16350,857,26.1%,0,31,6.0%,521,490,31,6.0%,0.0
96,Belgium,IRAN,TEHERAN,3,0,0,0,0,125758,126053,2417,20.6%,139,1883,29.9%,"6,309","3,999","1,883",29.8%,0.0
709,Greece,ALBANIA,GJIROKASTER,0,0,0,0,0,942781,946153,14082,0,0,0,0,2,2,0,0,0.0
1075,Lithuania,FRANCE,PARIS,0,0,0,0,0,1430597,1435805,21046,0,0,0,0,1,1,0,0,0.0
977,Italy,MOZAMBIQUE,MAPUTO,0,0,0,0,0,1299979,1304696,19182,7.1%,0,58,5.7%,"1,014",956,58,5.7%,0.0
269,Denmark,NORWAY,OSLO,0,0,0,0,0,356337,357501,5709,66.7%,0,0,0,19,18,0,0,0.0
1381,Poland,ISRAEL,TEL AVIV,0,0,0,0,0,1838442,1845186,26869,14.4%,60,17,3.2%,527,510,17,3.2%,0.0
177,Czech Republic,INDIA,NEW DELHI,0,0,0,0,0,233717,234419,3959,10.0%,0,6219,23.3%,"26,683","20,449","6,219",23.3%,0.0
970,Italy,MALTA,VALETTA,0,0,0,0,0,1290650,1295331,19048,33.3%,15,0,0,21,21,0,0,0.0
427,France,EQUATORIAL GUINEA,MALABO,0,0,0,0,0,566924,568880,8716,32.7%,19,601,26.4%,"2,277","1,644",601,26.4%,0.0
664,Germany,SAUDI ARABIA,RIYADH,0,0,0,0,0,882804,885950,13226,91.6%,196,5367,11.3%,"47,372","42,005","5,367",11.3%,0.0
239,Denmark,CHINA,BEIJING,1,1,0,0,0,316352,317365,5138,22.5%,1,368,2.7%,"13,728","13,152",368,2.7%,0.0
1315,Norway,PALESTINIAN AUTHORITY,RAMALLAH,0,0,0,0,0,1750476,1756888,25613,8.1%,44,26,8.2%,317,291,26,8.2%,0.0
267,Denmark,NETHERLANDS,THE HAGUE,0,0,0,0,0,353671,354825,5671,0,0,0,0,26,26,0,0,0.0
313,Finland,BELGIUM,BRUSSELS,0,0,0,0,0,414981,416366,6547,0,5,0,0,5,5,0,0,0.0
1092,Lithuania,RUSSIAN FEDERATION,ST. PETERSBURG,0,0,0,0,0,1453255,1458548,21370,84.7%,2,225,1.7%,"13,212","13,023",225,1.7%,0.0
1163,Netherlands,CANADA,TORONTO,1,0,0,0,0,1547886,1553535,22721,95.2%,5,27,3.6%,747,708,27,3.6%,0.0
454,France,ITALY,ROME,0,0,0,0,0,602910,605002,9230,15.8%,0,0,0,38,38,0,0,0.0
1276,Netherlands,VENEZUELA,CARACAS,0,0,0,0,0,1698495,1704712,24871,92.3%,0,2,12.5%,16,13,2,12.5%,0.0
26,Austria,JORDAN,AMMAN,1,1,0,0,0,32460,32404,1085,30.4%,32,515,13.6%,"3,78","3,265",515,13.6%,0.0
541,France,VENEZUELA,CARACAS,9,9,0,0,0,718866,721395,10885,28.0%,0,10,9.7%,112,102,10,8.9%,0.0
1496,Portugal,SERBIA,BELGRADE,0,0,0,0,0,1991718,1999038,29057,44.4%,0,1,10.0%,10,9,1,10.0%,0.0
1314,Norway,PAKISTAN,ISLAMABAD,0,0,0,0,0,1749143,1755550,25594,26.1%,17,840,41.7%,"2,013","1,173",840,41.7%,0.0
917,Italy,CANADA,TORONTO,0,0,0,0,0,1220010,1224425,18040,98.8%,0,17,0.9%,"1,818","1,801",17,0.9%,0.0
567,Germany,CAMBODIA,PHNOM PENH,0,0,0,0,0,753520,756179,11380,29.6%,0,422,12.0%,"3,526","3,104",422,12.0%,0.0
926,Italy,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,0,0,0,0,0,1232005,1236466,18211,74.7%,187,135,12.0%,"1,129",994,135,12.0%,0.0
162,Czech Republic,CANADA,TORONTO,0,0,0,0,0,213724,214351,3673,13.3%,0,1,0.3%,392,391,1,0.3%,0.0
985,Italy,OMAN,MUSCAT,0,0,0,0,0,1310642,1315399,19334,90.9%,3,113,4.3%,"2,646","2,533",113,4.3%,0.0
1481,Portugal,MOROCCO,RABAT,0,0,0,0,0,1971725,1978970,28772,37.8%,465,762,23.4%,"3,251","2,489",762,23.4%,0.0
849,Hungary,PAKISTAN,ISLAMABAD,0,0,0,0,0,1129377,1133452,16746,24.5%,8,1013,47.4%,"2,135","1,122","1,013",47.4%,0.0
438,France,GUINEA,CONAKRY,55,36,0,16,29.1%,581585,583597,8925,25.1%,0,4405,44.7%,"9,91","5,228","4,421",44.6%,0.0
1228,Netherlands,PHILIPPINES,MANILA,3,3,2,0,0,1634519,1640495,23958,99.5%,3,"1,843",4.4%,"42,341","39,577","1,843",4.4%,0.0
679,Germany,TANZANIA,DAR ES SALAAM,0,0,0,0,0,902797,906018,13511,99.8%,3,262,9.2%,"2,856","2,594",262,9.2%,0.0
1678,Spain,KENYA,NAIROBI,0,0,0,0,0,2234292,2242526,32521,3.5%,14,370,9.4%,"3,927","3,507",370,9.4%,0.0
1166,Netherlands,CHINA,BEIJING,16,16,7,0,0,1551884,1557549,22778,77.4%,0,"1,146",2.9%,"40,039","38,581","1,146",2.9%,0.0
93,Belgium,INDIA,MUMBAI,0,0,0,0,0,121759,122040,2360,86.6%,0,551,2.9%,"19,162","18,36",551,2.9%,0.0
1206,Netherlands,KUWAIT,KUWAIT,6,5,4,1,16.7%,1605197,1611063,23539,99.9%,63,503,3.5%,"14,357","13,673",504,3.5%,0.0
275,Denmark,RUSSIAN FEDERATION,MOSCOW,1,1,1,0,0,364334,365528,5823,48.4%,19,106,1.2%,"9,074","8,918",106,1.2%,0.0
1872,Switzerland,ROMANIA,BUCHAREST,0,0,0,0,0,2492861,2502068,36212,77.9%,6,6,3.7%,161,155,6,3.7%,0.0
1233,Netherlands,RUSSIAN FEDERATION,MOSCOW,6,2,2,2,33.3%,1641184,1647184,24053,83.1%,24,"1,072",2.9%,"36,699","35,343","1,074",2.9%,0.0
577,Germany,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,0,0,0,0,0,766848,769557,11570,89.1%,40,18,7.2%,250,232,18,7.2%,0.0
873,Hungary,UKRAINE,UZHHOROD,0,0,0,0,0,1161365,1165560,17203,94.7%,13,40,1.0%,"4,099","4,059",40,1.0%,0.0
1569,Slovenia,BOSNIA AND HERZEGOVINA,BANJA LUKA,0,0,0,0,0,2089014,2096701,30446,100.0%,1,1,12.5%,8,7,1,12.5%,0.0
44,Austria,SLOVAKIA,BRATISLAVA,0,0,0,0,0,56450,56485,1428,87.1%,1,1,3.0%,33,32,1,3.0%,0.0
353,Finland,SAUDI ARABIA,RIYADH,0,0,0,0,0,468294,469880,7308,70.8%,0,0,0,130,130,0,0,0.0
1715,Spain,RUSSIAN FEDERATION,ST. PETERSBURG,0,0,0,0,0,2283607,2292026,33225,60.4%,4,64,0.3%,"19,973","19,806",64,0.3%,0.0
1899,Switzerland,VIETNAM,HO CHI MINH,0,0,0,0,0,2528847,2538190,36726,15.0%,44,301,8.2%,"3,679","3,378",301,8.2%,0.0
107,Belgium,MALAYSIA,KUALA LUMPUR,0,0,0,0,0,140419,140770,2627,30.2%,0,18,14.2%,127,116,18,14.2%,0.0
1829,Switzerland,COLOMBIA,BOGOTA,0,0,0,0,0,2435549,2444541,35394,92.6%,0,6,18.2%,33,27,6,18.2%,0.0
1193,Netherlands,INDIA,MUMBAI,1,0,0,0,0,1587870,1593671,23292,94.1%,0,"1,304",5.4%,"23,982","22,595","1,304",5.4%,0.0
1154,Netherlands,ARGENTINA,BUENOS AIRES,0,0,0,0,0,1535890,1541495,22550,91.9%,0,2,5.0%,40,37,2,5.0%,0.0
103,Belgium,JORDAN,AMMAN,0,0,0,0,0,135087,135418,2551,37.8%,39,267,14.0%,"1,903","1,207",267,14.0%,0.0
1772,Sweden,INDIA,NEW DELHI,0,0,0,0,0,2359578,2368284,34309,40.8%,117,"1,943",7.9%,"24,707","22,208","1,943",7.9%,0.0
1632,Spain,CYPRUS,NICOSIA,2,2,0,0,0,2172982,2180985,31645,19.0%,0,17,6.3%,270,249,17,6.3%,0.0
286,Denmark,UKRAINE,KYIV,0,0,0,0,0,378995,380244,6033,60.8%,2,14,2.9%,477,466,14,2.9%,0.0
1545,Slovakia,LEBANON,BEIRUT,0,0,0,0,0,2057026,2064592,29990,82.8%,24,2,0.7%,300,298,2,0.7%,0.0
257,Denmark,ISRAEL,TEL AVIV,0,0,0,0,0,340343,341447,5481,20.7%,3,31,10.1%,308,283,31,10.1%,0.0
538,France,USA,"WASHINGTON, DC",21,20,0,1,4.8%,714868,717381,10828,29.1%,13,1268,4.7%,"26,766","24,686","1,269",4.7%,0.0
810,Hungary,ALGERIA,ALGIERS,0,0,0,0,0,1077397,1081276,16004,23.0%,0,1742,64.2%,"2,713",971,"1,742",64.2%,0.0
1078,Lithuania,IRELAND,DUBLIN,0,0,0,0,0,1434595,1439818,21103,44.8%,1,3,1.8%,165,155,3,1.8%,0.0
1512,Portugal,USA,"BOSTON, MA",0,0,0,0,0,2013043,2020444,29362,66.5%,0,4,1.0%,389,385,4,1.0%,0.0
1658,Spain,GUINEA,CONAKRY,12,10,0,0,0,2207636,2215769,32140,0.4%,0,286,52.5%,557,235,286,51.3%,0.0
1771,Sweden,GUATEMALA,GUATEMALA CITY,0,0,0,0,0,2358245,2366946,34290,75.0%,0,0,0,25,16,0,0,0.0
1393,Poland,MOROCCO,RABAT,0,0,0,0,0,1854436,1861240,27097,8.9%,0,206,23.2%,889,683,206,23.2%,0.0
805,Greece,USA,"WASHINGTON, DC",0,0,0,0,0,1070733,1074586,15909,247.4%,1011,4,0.3%,"1,568","1,564",4,0.3%,0.0
446,France,INDONESIA,JAKARTA,1,0,0,1,100.0%,592248,594300,9077,23.7%,0,777,1.4%,"55,96","54,985",778,1.4%,0.0
1493,Portugal,SAO TOME AND PRINCIPE,SAO TOME,0,0,0,0,0,1987719,1995024,29000,9.0%,10,554,15.8%,"3,504","2,95",554,15.8%,0.0
