Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for,ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas
Netherlands,CZECH REPUBLIC,PRAGUE,,,,,,"1 567 878,03","1 573 602,91","23 006,26",66.7%,7,,,11,10,,
Netherlands,DOMINICAN REPUBLIC,SANTO DOMINGO,4,2,2,2,50.0%,"1 569 210,86","1 574 940,76","23 025,29",57.0%,,843,31.5%,"2,677","1,814",845,31.6%
Netherlands,EGYPT,CAIRO,3,1,1,,,"1 570 543,69","1 576 278,60","23 044,31",99.6%,179,"3,996",30.7%,"13,04","8,761","3,996",30.6%
Netherlands,ETHIOPIA,ADDIS ABEBA,4,,,3,75.0%,"1 571 876,51","1 577 616,45","23 063,34",92.8%,7,377,17.9%,"2,109","1,669",380,18.0%
Netherlands,FINLAND,HELSINKI,,,,,,"1 573 209,34","1 578 954,30","23 082,37",100.0%,,,,2,2,,
Netherlands,FRANCE,PARIS,,,,,,"1 574 542,17","1 580 292,14","23 101,40",100.0%,,1,50.0%,2,1,1,50.0%
Netherlands,GEORGIA,TBILISSI,2,1,1,,,"1 575 875,00","1 581 629,99","23 120,43",62.2%,4,408,58.5%,699,259,408,58.4%
Netherlands,GERMANY,BERLIN,,,,,,"1 577 207,83","1 582 967,84","23 139,46",,,1,100.0%,1,,1,100.0%
Netherlands,GHANA,ACCRA,283,199,175,57,20.1%,"1 578 540,66","1 584 305,68","23 158,49",86.0%,9,"7,587",41.1%,"18,721","10,93","7,644",40.8%
Netherlands,GREECE,ATHENS,,,,,,"1 579 873,49","1 585 643,53","23 177,51",11.1%,6,4,11.4%,35,24,4,11.4%
Netherlands,HONG KONG S.A.R.,HONG KONG,,,,,,"1 581 206,31","1 586 981,37","23 196,54",99.7%,,25,3.2%,781,745,25,3.2%
Netherlands,HUNGARY,BUDAPEST,,,,,,"1 582 539,14","1 588 319,22","23 215,57",80.0%,,,,6,5,,
Netherlands,INDIA,BANGALORE,,,,,,"1 583 871,97","1 589 657,07","23 234,60",90.5%,,"1,075",7.1%,"15,187","14,038","1,075",7.1%
Netherlands,INDIA,CHENNAI,,,,,,"1 585 204,80","1 590 994,91","23 253,63",90.2%,,593,7.2%,"8,18","7,548",593,7.2%
Netherlands,INDIA,KOLKATA,,,,,,"1 586 537,63","1 592 332,76","23 272,66",89.8%,,294,7.8%,"3,787","3,455",294,7.8%
Netherlands,INDIA,MUMBAI,1,,,,,"1 587 870,46","1 593 670,60","23 291,69",94.1%,,"1,304",5.4%,"23,982","22,595","1,304",5.4%
Netherlands,INDIA,NEW DELHI,5,1,1,3,60.0%,"1 589 203,29","1 595 008,45","23 310,71",89.0%,6,"3,918",13.5%,"29,114","25,008","3,921",13.5%
Netherlands,INDONESIA,JAKARTA,1,1,1,,,"1 590 536,11","1 596 346,30","23 329,74",99.8%,2,"1,157",2.9%,"40,412","38,45","1,157",2.9%
Netherlands,IRAN,TEHERAN,53,27,27,25,47.2%,"1 591 868,94","1 597 684,14","23 348,77",99.7%,199,"9,354",33.0%,"28,432","18,77","9,379",33.0%
Netherlands,IRAQ,BAGHDAD,,,,,,"1 593 201,77","1 599 021,99","23 367,80",99.0%,69,117,14.3%,819,684,117,14.3%
Netherlands,IRAQ,ERBIL,,,,,,"1 594 534,60","1 600 359,84","23 386,83",99.7%,13,166,28.1%,590,399,166,28.1%
Netherlands,IRELAND,DUBLIN,1,1,1,,,"1 595 867,43","1 601 697,68","23 405,86",99.8%,2,14,0.4%,"3,292","3,121",14,0.4%
Netherlands,ISRAEL,TEL AVIV,3,2,2,,,"1 597 200,26","1 603 035,53","23 424,89",99.5%,32,72,21.4%,339,254,72,21.2%
Netherlands,ITALY,ROME,,,,,,"1 598 533,09","1 604 373,37","23 443,91",100.0%,,,,2,1,,
Netherlands,JAPAN,TOKYO,,,,,,"1 599 865,91","1 605 711,22","23 462,94",98.6%,1,44,6.1%,721,666,44,6.1%
Netherlands,JORDAN,AMMAN,10,,,2,20.0%,"1 601 198,74","1 607 049,07","23 481,97",99.9%,162,"1,546",24.2%,"6,4","4,75","1,548",24.2%
Netherlands,KAZAKHSTAN,ASTANA,,,,,,"1 602 531,57","1 608 386,91","23 501,00",80.0%,,,,5,5,,
Netherlands,KENYA,NAIROBI,3,3,3,,,"1 603 864,40","1 609 724,76","23 520,03",99.4%,19,280,6.4%,"4,409","4,067",280,6.4%
Netherlands,KUWAIT,KUWAIT,6,5,4,1,16.7%,"1 605 197,23","1 611 062,60","23 539,06",99.9%,63,503,3.5%,"14,357","13,673",504,3.5%
Netherlands,LEBANON,BEIRUT,4,4,4,,,"1 606 530,06","1 612 400,45","23 558,09",99.6%,248,853,16.3%,"5,232","4,298",853,16.3%
Netherlands,LUXEMBOURG,LUXEMBOURG,,,,,,"1 607 862,89","1 613 738,30","23 577,11",,,,,1,,,
Netherlands,MALAYSIA,KUALA LUMPUR,15,9,7,2,13.3%,"1 609 195,71","1 615 076,14","23 596,14",94.7%,16,291,29.0%,"1,018",661,293,28.8%
Netherlands,MALI,BAMAKO,1,,,,,"1 610 528,54","1 616 413,99","23 615,17",83.1%,3,"1,093",53.3%,"2,05",909,"1,093",53.3%
Netherlands,MEXICO,MEXICO CITY,22,20,16,2,9.1%,"1 611 861,37","1 617 751,84","23 634,20",93.4%,,16,8.4%,212,187,18,8.5%
Netherlands,MOROCCO,CASABLANCA,,,,,,"1 613 194,20","1 619 089,68","23 653,23",,,1,100.0%,1,,1,100.0%
Netherlands,MOROCCO,NADOR,,,,,,"1 614 527,03","1 620 427,53","23 672,26",86.7%,7,"5,72",35.9%,"15,933","10,152","5,72",35.9%
Netherlands,MOROCCO,RABAT,,,,,,"1 615 859,86","1 621 765,37","23 691,29",84.9%,38,"3,156",22.7%,"13,874","10,627","3,156",22.7%
Netherlands,MOZAMBIQUE,MAPUTO,2,,,,,"1 617 192,69","1 623 103,22","23 710,31",100.0%,1,65,7.0%,927,824,65,7.0%
Netherlands,MYANMAR,YANGON,2,1,1,,,"1 618 525,51","1 624 441,07","23 729,34",58.6%,,134,9.4%,"1,432","1,257",134,9.4%
Netherlands,NEPAL,KATHMANDU,13,6,6,7,53.8%,"1 619 858,34","1 625 778,91","23 748,37",71.4%,,633,38.3%,"1,666",979,640,38.4%
Netherlands,NETHERLANDS,ARUBA,7,7,4,,,"1 621 191,17","1 627 116,76","23 767,40",41.7%,,2,1.9%,111,103,2,1.8%
Netherlands,NETHERLANDS,THE HAGUE,53,52,42,,,"1 622 524,00","1 628 454,60","23 786,43",77.8%,10,4,0.8%,565,544,4,0.7%
Netherlands,NETHERLANDS,WILLEMSTAD (CURACAO),27,21,19,2,7.4%,"1 623 856,83","1 629 792,45","23 805,46",39.3%,3,28,8.5%,358,319,30,8.4%
Netherlands,NEW ZEALAND,WELLINGTON,,,,,,"1 625 189,66","1 631 130,30","23 824,49",99.0%,1,26,6.0%,434,394,26,6.0%
Netherlands,NORTH MACEDONIA,SKOPJE,,,,,,"1 626 522,49","1 632 468,14","23 843,51",87.7%,12,16,15.8%,101,77,16,15.8%
Netherlands,OMAN,MUSCAT,3,,,3,100.0%,"1 627 855,31","1 633 805,99","23 862,54",99.9%,13,469,5.0%,"9,325","8,768",472,5.1%
Netherlands,PAKISTAN,ISLAMABAD,20,8,6,11,55.0%,"1 629 188,14","1 635 143,84","23 881,57",82.4%,78,"5,289",46.0%,"11,526","6,034","5,3",46.0%
Netherlands,PAKISTAN,KARACHI,3,3,3,,,"1 630 520,97","1 636 481,68","23 900,60",84.5%,34,712,28.6%,"2,495","1,738",712,28.5%
Netherlands,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,"1 631 853,80","1 637 819,53","23 919,63",99.7%,73,126,21.5%,587,444,126,21.5%
Netherlands,PERU,LIMA,5,4,4,1,20.0%,"1 633 186,63","1 639 157,37","23 938,66",84.0%,,9,10.6%,90,79,10,11.1%
Netherlands,PHILIPPINES,MANILA,3,3,2,,,"1 634 519,46","1 640 495,22","23 957,69",99.5%,3,"1,843",4.4%,"42,341","39,577","1,843",4.4%
Netherlands,POLAND,WARSAW,,,,,,"1 635 852,29","1 641 833,07","23 976,71",100.0%,,,,4,2,,
Netherlands,PORTUGAL,LISBON,,,,,,"1 637 185,11","1 643 170,91","23 995,74",100.0%,,,,2,2,,
Netherlands,QATAR,DOHA,1,1,1,,,"1 638 517,94","1 644 508,76","24 014,77",99.9%,53,"1,09",17.3%,"6,285","5,102","1,09",17.3%
Netherlands,ROMANIA,BUCHAREST,,,,,,"1 639 850,77","1 645 846,60","24 033,80",87.8%,,33,7.4%,447,411,33,7.4%
Netherlands,RUSSIAN FEDERATION,MOSCOW,6,2,2,2,33.3%,"1 641 183,60","1 647 184,45","24 052,83",83.1%,24,"1,072",2.9%,"36,699","35,343","1,074",2.9%
Netherlands,RUSSIAN FEDERATION,NOVOSIBIRSK,,,,,,"1 642 516,43","1 648 522,30","24 071,86",74.2%,,66,3.3%,"1,991","1,919",66,3.3%
Netherlands,RUSSIAN FEDERATION,ROSTOV,,,,,,"1 643 849,26","1 649 860,14","24 090,89",79.3%,,85,5.8%,"1,454","1,353",85,5.8%
Netherlands,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"1 645 182,09","1 651 197,99","24 109,91",91.0%,1,139,4.0%,"3,496","3,338",139,4.0%
Netherlands,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,"1 646 514,91","1 652 535,84","24 128,94",72.3%,,42,2.4%,"1,767","1,719",42,2.4%
Netherlands,RWANDA,KIGALI,,,,,,"1 647 847,74","1 653 873,68","24 147,97",100.0%,,,,3,3,,
Netherlands,SAUDI ARABIA,JEDDAH,10,,,10,100.0%,"1 649 180,57","1 655 211,53","24 167,00",99.9%,6,359,17.0%,"2,126","1,712",369,17.4%
Netherlands,SAUDI ARABIA,RIYADH,10,2,2,,,"1 650 513,40","1 656 549,37","24 186,03",99.9%,117,"1,048",8.8%,"11,883","10,642","1,048",8.8%
Netherlands,SENEGAL,DAKAR,,,,,,"1 651 846,23","1 657 887,22","24 205,06",86.7%,3,"1,281",55.4%,"2,313",982,"1,281",55.4%
Netherlands,SERBIA,BELGRADE,,,,,,"1 653 179,06","1 659 225,07","24 224,09",93.1%,,13,18.3%,71,58,13,18.3%
Netherlands,SINGAPORE,SINGAPORE,,,,,,"1 654 511,89","1 660 562,91","24 243,11",99.4%,3,98,3.2%,"3,092","2,961",98,3.2%
Netherlands,SLOVAKIA,BRATISLAVA,,,,,,"1 655 844,71","1 661 900,76","24 262,14",,,,,2,,,
Netherlands,SLOVENIA,LJUBLJANA,,,,,,"1 657 177,54","1 663 238,60","24 281,17",,,,,1,1,,
Netherlands,SOUTH AFRICA,CAPE TOWN,1,1,1,,,"1 658 510,37","1 664 576,45","24 300,20",100.0%,,118,1.6%,"7,41","7,217",118,1.6%
Netherlands,SOUTH AFRICA,DURBAN,,,,,,"1 659 843,20","1 665 914,30","24 319,23",100.0%,,71,3.0%,"2,394","2,298",71,3.0%
Netherlands,SOUTH AFRICA,JOHANNESBURG,,,,,,"1 661 176,03","1 667 252,14","24 338,26",100.0%,,102,1.9%,"5,243","5,11",102,1.9%
Netherlands,SOUTH AFRICA,PRETORIA,3,,,,,"1 662 508,86","1 668 589,99","24 357,29",100.0%,1,175,2.6%,"6,849","6,613",175,2.6%
Netherlands,SOUTH KOREA,SEOUL,3,2,2,,,"1 663 841,69","1 669 927,84","24 376,31",97.4%,,45,19.0%,240,192,45,18.8%
Netherlands,SRI LANKA,COLOMBO,,,,,,"1 665 174,51","1 671 265,68","24 395,34",60.0%,,1,16.7%,6,5,1,16.7%
Netherlands,SUDAN,KHARTOUM,3,2,2,1,33.3%,"1 666 507,34","1 672 603,53","24 414,37",88.8%,76,476,25.0%,"1,909","1,367",477,25.0%
Netherlands,SURINAME,PARAMARIBO,46,35,33,1,2.2%,"1 667 840,17","1 673 941,37","24 433,40",99.5%,9,"1,508",8.9%,"16,929","15,333","1,509",8.9%
Netherlands,SWEDEN,STOCKHOLM,1,1,,,,"1 669 173,00","1 675 279,22","24 452,43",85.0%,2,1,3.8%,27,23,1,3.7%
Netherlands,TAIWAN,TAIPEI,,,,,,"1 670 505,83","1 676 617,07","24 471,46",100.0%,1,1,0.8%,122,117,1,0.8%
Netherlands,TANZANIA,DAR ES SALAAM,2,2,1,,,"1 671 838,66","1 677 954,91","24 490,49",99.7%,3,164,15.2%,"1,083",907,164,15.1%
Netherlands,THAILAND,BANGKOK,,,,,,"1 673 171,49","1 679 292,76","24 509,51",99.6%,,"1,055",7.2%,"14,673","13,311","1,055",7.2%
Netherlands,TRINIDAD AND TOBAGO,PORT OF SPAIN,14,9,6,,,"1 674 504,31","1 680 630,60","24 528,54",93.2%,,16,21.1%,90,68,16,17.8%
Netherlands,TUNISIA,TUNIS,6,,,,,"1 675 837,14","1 681 968,45","24 547,57",96.5%,41,"3,919",50.5%,"7,765","3,584","3,919",50.5%
Netherlands,TURKEY,ANKARA,,,,,,"1 677 169,97","1 683 306,30","24 566,60",68.6%,16,"3,141",17.8%,"17,675","14,428","3,141",17.8%
Netherlands,TURKEY,ISTANBUL,18,,,16,88.9%,"1 678 502,80","1 684 644,14","24 585,63",76.4%,21,"4,743",9.9%,"47,948","42,737","4,759",9.9%
Netherlands,TURKEY,IZMIR,,,,,,"1 679 835,63","1 685 981,99","24 604,66",70.5%,,657,10.5%,"6,24","5,558",657,10.5%
Netherlands,UGANDA,KAMPALA,2,,,,,"1 681 168,46","1 687 319,84","24 623,69",98.2%,24,673,25.7%,"2,625","1,931",673,25.6%
Netherlands,UKRAINE,KYIV,7,5,2,2,28.6%,"1 682 501,29","1 688 657,68","24 642,71",83.0%,7,408,17.2%,"2,375","1,949",410,17.3%
Netherlands,UNITED ARAB EMIRATES,ABU DHABI,11,6,6,5,45.5%,"1 683 834,11","1 689 995,53","24 661,74",99.9%,94,955,19.8%,"4,832","3,755",960,19.9%
Netherlands,UNITED ARAB EMIRATES,DUBAI,16,6,6,8,50.0%,"1 685 166,94","1 691 333,37","24 680,77",99.8%,189,"2,921",20.0%,"14,61","11,477","2,929",20.0%
Netherlands,UNITED KINGDOM,EDINBURGH,2,2,2,,,"1 686 499,77","1 692 671,22","24 699,80",98.8%,5,7,0.5%,"1,397","1,377",7,0.5%
Netherlands,UNITED KINGDOM,LONDON,3,2,1,,,"1 687 832,60","1 694 009,07","24 718,83",99.6%,67,74,0.5%,"15,33","14,907",74,0.5%
Netherlands,UNITED KINGDOM,MANCHESTER,,,,,,"1 689 165,43","1 695 346,91","24 737,86",99.7%,3,5,0.4%,"1,226","1,197",5,0.4%
Netherlands,USA,"CHICAGO, IL",10,1,1,1,10.0%,"1 690 498,26","1 696 684,76","24 756,89",97.5%,4,36,2.0%,"1,856","1,757",37,2.0%
Netherlands,USA,"HOUSTON, TX",5,,,,,"1 691 831,09","1 698 022,60","24 775,91",98.4%,3,40,3.5%,"1,156","1,077",40,3.5%
Netherlands,USA,"MIAMI, FL",,,,,,"1 693 163,91","1 699 360,45","24 794,94",98.4%,2,25,3.7%,681,641,25,3.7%
Netherlands,USA,"NEW YORK, NY",7,2,1,1,14.3%,"1 694 496,74","1 700 698,30","24 813,97",98.7%,,35,1.5%,"2,388","2,319",36,1.5%
Netherlands,USA,"SAN FRANCISCO, CA",1,,,,,"1 695 829,57","1 702 036,14","24 833,00",97.6%,6,20,0.9%,"2,122","2,048",20,0.9%
Netherlands,USA,"WASHINGTON, DC",7,7,6,,,"1 697 162,40","1 703 373,99","24 852,03",96.7%,11,55,3.1%,"1,791","1,711",55,3.1%
Netherlands,VENEZUELA,CARACAS,,,,,,"1 698 495,23","1 704 711,84","24 871,06",92.3%,,2,12.5%,16,13,2,12.5%
Netherlands,VIETNAM,HANOI,,,,,,"1 699 828,06","1 706 049,68","24 890,09",60.1%,33,280,13.9%,"2,019","1,663",280,13.9%
Netherlands,VIETNAM,HO CHI MINH,3,,,,,"1 701 160,89","1 707 387,53","24 909,11",42.5%,8,859,18.1%,"4,738","3,71",859,18.1%
Netherlands,ZIMBABWE,HARARE,3,1,1,,,"1 702 493,71","1 708 725,37","24 928,14",99.5%,,83,7.7%,"1,082",982,83,7.7%
Norway,AFGHANISTAN,KABUL,,,,,,"1 703 826,54","1 710 063,22","24 947,17",29.7%,17,1,1.8%,55,54,1,1.8%
Norway,ALGERIA,ALGIERS,,,,,,"1 705 159,37","1 711 401,07","24 966,20",40.4%,1,190,50.1%,379,189,190,50.1%
Norway,ANGOLA,LUANDA,,,,,,"1 706 492,20","1 712 738,91","24 985,23",22.8%,1,62,32.6%,190,128,62,32.6%
Norway,ARGENTINA,BUENOS AIRES,,,,,,"1 707 825,03","1 714 076,76","25 004,26",25.0%,,,,4,4,,
Norway,AUSTRALIA,CANBERRA,,,,,,"1 709 157,86","1 715 414,60","25 023,29",22.6%,9,16,4.3%,375,359,16,4.3%
Norway,AUSTRIA,VIENNA,,,,,,"1 710 490,69","1 716 752,45","25 042,31",100.0%,2,,,1,3,,
Norway,AZERBAIJAN,BAKU,,,,,,"1 711 823,51","1 718 090,30","25 061,34",40.6%,,36,17.1%,211,175,36,17.1%
Norway,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,"1 713 156,34","1 719 428,14","25 080,37",50.0%,,,,6,6,,
Norway,BRAZIL,BRASILIA,,,,,,"1 714 489,17","1 720 765,99","25 099,40",,,,,3,3,,
Norway,BRAZIL,RIO DE JANEIRO,,,,,,"1 715 822,00","1 722 103,84","25 118,43",66.7%,3,4,40.0%,10,6,4,40.0%
Norway,CHINA,BEIJING,,,,,,"1 717 154,83","1 723 441,68","25 137,46",6.8%,7,391,1.4%,"28,479","28,088",391,1.4%
Norway,CHINA,GUANGZHOU (CANTON),,,,,,"1 718 487,66","1 724 779,53","25 156,49",3.9%,1,154,1.4%,"10,97","10,816",154,1.4%
Norway,CHINA,SHANGHAI,,,,,,"1 719 820,49","1 726 117,37","25 175,51",3.1%,4,141,0.5%,"27,435","27,294",141,0.5%
Norway,CROATIA,ZAGREB,,,,,,"1 721 153,31","1 727 455,22","25 194,54",33.3%,2,1,16.7%,6,5,1,16.7%
Norway,CUBA,HAVANA,,,,,,"1 722 486,14","1 728 793,07","25 213,57",,8,,,1,15,,
Norway,EGYPT,CAIRO,,,,,,"1 723 818,97","1 730 130,91","25 232,60",30.4%,4,74,13.1%,565,491,74,13.1%
Norway,ETHIOPIA,ADDIS ABEBA,,,,,,"1 725 151,80","1 731 468,76","25 251,63",,5,2,100.0%,2,10,2,100.0%
Norway,GERMANY,BERLIN,,,,,,"1 726 484,63","1 732 806,60","25 270,66",,1,,,,2,,
Norway,GHANA,ACCRA,,,,,,"1 727 817,46","1 734 144,45","25 289,69",23.9%,7,786,52.6%,"1,495",709,786,52.6%
Norway,GREECE,ATHENS,,,,,,"1 729 150,29","1 735 482,30","25 308,71",50.0%,,,,2,2,,
Norway,INDIA,NEW DELHI,,,,,,"1 730 483,11","1 736 820,14","25 327,74",16.2%,75,"2,613",14.1%,"18,499","15,886","2,613",14.1%
Norway,INDONESIA,JAKARTA,,,,,,"1 731 815,94","1 738 157,99","25 346,77",10.3%,20,4,0.1%,"4,625","4,621",4,0.1%
Norway,IRAN,TEHERAN,,,,,,"1 733 148,77","1 739 495,84","25 365,80",13.3%,63,592,31.8%,"1,862","1,27",592,31.8%
Norway,ISRAEL,TEL AVIV,,,,,,"1 734 481,60","1 740 833,68","25 384,83",9.5%,1,3,12.0%,25,22,3,12.0%
Norway,ITALY,ROME,,,,,,"1 735 814,43","1 742 171,53","25 403,86",,1,,,1,1,,
Norway,JAPAN,TOKYO,,,,,,"1 737 147,26","1 743 509,37","25 422,89",13.4%,,14,5.5%,253,239,14,5.5%
Norway,JORDAN,AMMAN,,,,,,"1 738 480,09","1 744 847,22","25 441,91",21.9%,24,50,17.1%,293,243,50,17.1%
Norway,KENYA,NAIROBI,,,,,,"1 739 812,91","1 746 185,07","25 460,94",9.4%,27,208,19.1%,"1,09",882,208,19.1%
Norway,KOSOVO,PRISTINA,,,,,,"1 741 145,74","1 747 522,91","25 479,97",100.0%,"1,769",468,21.2%,"2,205","1,801",468,21.2%
Norway,LEBANON,BEIRUT,,,,,,"1 742 478,57","1 748 860,76","25 499,00",59.2%,55,85,15.6%,544,459,85,15.6%
Norway,MALAWI,LILONGWE,,,,,,"1 743 811,40","1 750 198,60","25 518,03",14.0%,5,11,8.0%,137,126,11,8.0%
Norway,MOZAMBIQUE,MAPUTO,,,,,,"1 745 144,23","1 751 536,45","25 537,06",21.6%,,13,5.0%,258,245,13,5.0%
Norway,NETHERLANDS,THE HAGUE,,,,,,"1 746 477,06","1 752 874,30","25 556,09",100.0%,3,,,4,4,,
Norway,NIGERIA,ABUJA,,,,,,"1 747 809,89","1 754 212,14","25 575,11",12.6%,8,313,49.6%,631,318,313,49.6%
Norway,PAKISTAN,ISLAMABAD,,,,,,"1 749 142,71","1 755 549,99","25 594,14",26.1%,17,840,41.7%,"2,013","1,173",840,41.7%
Norway,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,"1 750 475,54","1 756 887,84","25 613,17",8.1%,44,26,8.2%,317,291,26,8.2%
Norway,PHILIPPINES,MANILA,,,,,,"1 751 808,37","1 758 225,68","25 632,20",28.8%,14,448,7.0%,"6,38","5,932",448,7.0%
Norway,ROMANIA,BUCHAREST,,,,,,"1 753 141,20","1 759 563,53","25 651,23",19.0%,2,7,23.3%,30,23,7,23.3%
Norway,RUSSIAN FEDERATION,MOSCOW,,,,,,"1 754 474,03","1 760 901,37","25 670,26",72.4%,91,"3,825",17.9%,"21,42","17,595","3,825",17.9%
Norway,RUSSIAN FEDERATION,MURMANSK,,,,,,"1 755 806,86","1 762 239,22","25 689,29",100.0%,,9,29.0%,31,22,9,29.0%
Norway,SAUDI ARABIA,RIYADH,,,,,,"1 757 139,69","1 763 577,07","25 708,31",96.0%,19,77,5.8%,"1,33","1,253",77,5.8%
Norway,SERBIA,BELGRADE,,,,,,"1 758 472,51","1 764 914,91","25 727,34",23.1%,1,1,6.7%,15,14,1,6.7%
Norway,SOUTH AFRICA,PRETORIA,,,,,,"1 759 805,34","1 766 252,76","25 746,37",32.9%,6,86,2.9%,"2,975","2,889",86,2.9%
Norway,SOUTH KOREA,SEOUL,,,,,,"1 761 138,17","1 767 590,60","25 765,40",,3,,,,6,,
Norway,SOUTH SUDAN,JUBA,,,,,,"1 762 471,00","1 768 928,45","25 784,43",,6,,,9,9,,
Norway,SPAIN,MADRID,,,,,,"1 763 803,83","1 770 266,30","25 803,46",,15,2,100.0%,2,30,2,100.0%
Norway,SRI LANKA,COLOMBO,,,,,,"1 765 136,66","1 771 604,14","25 822,49",,22,110,11.8%,933,823,110,11.8%
Norway,SUDAN,KHARTOUM,,,,,,"1 766 469,49","1 772 941,99","25 841,51",16.3%,13,166,59.9%,277,111,166,59.9%
Norway,SWEDEN,STOCKHOLM,,,,,,"1 767 802,31","1 774 279,84","25 860,54",100.0%,1,2,33.3%,6,4,2,33.3%
Norway,THAILAND,BANGKOK,,,,,,"1 769 135,14","1 775 617,68","25 879,57",31.5%,42,714,5.3%,"13,569","12,855",714,5.3%
Norway,TURKEY,ANKARA,,,,,,"1 770 467,97","1 776 955,53","25 898,60",39.5%,14,765,39.8%,"1,923","1,158",765,39.8%
Norway,UGANDA,KAMPALA,,,,,,"1 771 800,80","1 778 293,37","25 917,63",7.3%,3,97,28.1%,345,248,97,28.1%
Norway,UKRAINE,KYIV,,,,,,"1 773 133,63","1 779 631,22","25 936,66",77.0%,13,9,4.3%,209,200,9,4.3%
Norway,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"1 774 466,46","1 780 969,07","25 955,69",26.8%,54,"1,03",24.6%,"4,183","3,153","1,03",24.6%
Norway,UNITED KINGDOM,LONDON,2,2,,,,"1 775 799,29","1 782 306,91","25 974,71",22.5%,22,908,29.6%,"3,067","2,159",908,29.6%
Norway,USA,"NEW YORK, NY",1,1,,,,"1 777 132,11","1 783 644,76","25 993,74",52.3%,23,89,3.1%,"2,832","2,743",89,3.1%
Norway,VIETNAM,HANOI,,,,,,"1 778 464,94","1 784 982,60","26 012,77",9.0%,12,190,9.0%,"2,112","1,922",190,9.0%
Poland,ALBANIA,TIRANA,,,,,,"1 779 797,77","1 786 320,45","26 031,80",,146,33,18.4%,179,146,33,18.4%
Poland,ALGERIA,ALGIERS,,,,,,"1 781 130,60","1 787 658,30","26 050,83",33.4%,4,"1,087",41.6%,"2,611","1,524","1,087",41.6%
Poland,ANGOLA,LUANDA,,,,,,"1 782 463,43","1 788 996,14","26 069,86",22.0%,1,558,57.9%,963,405,558,57.9%
Poland,ARGENTINA,BUENOS AIRES,,,,,,"1 783 796,26","1 790 333,99","26 088,89",66.7%,,1,25.0%,4,3,1,25.0%
Poland,ARMENIA,YEREVAN,,,,,,"1 785 129,09","1 791 671,84","26 107,91",24.3%,,320,9.0%,"3,537","3,217",320,9.0%
Poland,AUSTRALIA,SYDNEY,,,,,,"1 786 461,91","1 793 009,68","26 126,94",32.6%,,3,1.3%,224,221,3,1.3%
Poland,AUSTRIA,VIENNA,,,,,,"1 787 794,74","1 794 347,53","26 145,97",,,,,1,1,,
Poland,AZERBAIJAN,BAKU,,,,,,"1 789 127,57","1 795 685,37","26 165,00",27.5%,1,159,8.7%,"1,82","1,661",159,8.7%
Poland,BELARUS,BREST,,,,,,"1 790 460,40","1 797 023,22","26 184,03",85.7%,6,211,0.3%,"74,306","74,095",211,0.3%
Poland,BELARUS,GRODNO,,,,,,"1 791 793,23","1 798 361,07","26 203,06",91.1%,17,49,0.1%,"60,178","60,129",49,0.1%
Poland,BELARUS,MINSK,,,,,,"1 793 126,06","1 799 698,91","26 222,09",82.4%,10,343,0.2%,"143,73","143,387",343,0.2%
Poland,BELGIUM,BRUSSELS,,,,,,"1 794 458,89","1 801 036,76","26 241,11",,,,,2,2,,
Poland,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,"1 795 791,71","1 802 374,60","26 260,14",66.7%,,,,15,15,,
Poland,BRAZIL,CURITIBA,,,,,,"1 797 124,54","1 803 712,45","26 279,17",50.0%,,10,62.5%,16,6,10,62.5%
Poland,BULGARIA,SOFIA,,,,,,"1 798 457,37","1 805 050,30","26 298,20",75.0%,12,18,8.1%,222,204,18,8.1%
Poland,CANADA,MONTREAL,,,,,,"1 799 790,20","1 806 388,14","26 317,23",36.6%,,1,1.4%,72,71,1,1.4%
Poland,CANADA,OTTAWA,,,,,,"1 801 123,03","1 807 725,99","26 336,26",54.3%,,1,2.8%,36,35,1,2.8%
Poland,CANADA,TORONTO,,,,,,"1 802 455,86","1 809 063,84","26 355,29",48.9%,,8,3.3%,241,233,8,3.3%
Poland,CANADA,VANCOUVER,,,,,,"1 803 788,69","1 810 401,68","26 374,31",32.5%,,1,1.2%,81,80,1,1.2%
Poland,CHILE,SANTIAGO DE CHILE,,,,,,"1 805 121,51","1 811 739,53","26 393,34",55.6%,,2,18.2%,11,9,2,18.2%
Poland,CHINA,BEIJING,,,,,,"1 806 454,34","1 813 077,37","26 412,37",13.3%,,642,6.6%,"9,719","9,077",642,6.6%
Poland,CHINA,CHENGDU,,,,,,"1 807 787,17","1 814 415,22","26 431,40",20.8%,,15,1.2%,"1,215","1,2",15,1.2%
